Country,Region/Island,Area,Type,Business Name,City/Island,Address,Website,Phone,Email,TripAdvisor URL,TA_Bubbles(5=Excellent),TA_Review_Count,Google_Stars_FirstParty,Google_Stars_Source_URL,Notes/Tags,Status,Last Checked (UTC),Contact_Source_URL,Google_Stars_FirstParty_Status,Contact_Status,Contact_LastChecked_UTC
Thailand,Gulf of Thailand – Koh Tao,Koh Tao,Dive Shop,Sairee Hut Diving,Koh Tao,,https://www.saireehutdivers.com/,,,,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Liveaboards – Thailand (Similan/Andaman),Khao Lak/Phuket,Liveaboard,MV Oktavia (Liveaboard),Khao Lak/Phuket,,https://oktavia.net/,,,https://www.tripadvisor.co.uk/Attraction_Review-g297914-d3680266-Reviews-MV_Oktavia_Khao_Lak-Khao_Lak_Takua_Pa_Phang_Nga_Province.html,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Liveaboards – Thailand (Similan/Andaman),Khao Lak/Phuket,Liveaboard,DiveRACE Class E (Liveaboard),Khao Lak/Phuket,,https://www.diverace.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g297914-d8051521-Reviews-DiveRACE_Class_E-Khao_Lak_Takua_Pa_Phang_Nga_Province.html,,,5/5,https://diverace.com/,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,Numeric present (first-party claim),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Liveaboards – Thailand (Similan/Andaman),Khao Lak/Phuket,Liveaboard,MV Hallelujah (Liveaboard),Khao Lak/Phuket,,https://www.liveaboardsasia.com/mv-hallelujah/,,,https://www.tripadvisor.co.uk/Attraction_Review-g297914-d13165452-Reviews-MV_Hallelujah-Khao_Lak_Takua_Pa_Phang_Nga_Province.html,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Liveaboards – Thailand (Similan/Andaman),Khao Lak/Phuket,Liveaboard,MV Lapat (Liveaboard),Khao Lak/Phuket,,https://www.khaolakexplorer.com/liveaboard/mv-lapat/,,,https://www.tripadvisor.co.uk/Attraction_Review-g297914-d13184688-Reviews-MV_Lapat_Liveaboard-Khao_Lak_Takua_Pa_Phang_Nga_Province.html,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Phuket,Phuket,Operator (Scuba Charter),Aussie Divers Phuket,Phuket,,https://www.aussiediversphuket.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g293920-d3653179-Reviews-Aussie_Divers_Phuket-Phuket.html,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Phuket,Phuket,Operator (Scuba Charter),Kiwidivers Phuket,Phuket,,https://www.kiwidivers.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g1224250-d2513630-Reviews-Kiwidivers-Choeng_Thale_Thalang_District_Phuket.html,,,5/5,https://www.kiwidivers.com/scuba-dive-packages/,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,Numeric present (first-party claim),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Phuket,Phuket,Operator (Scuba Charter),West Coast Divers Phuket,Phuket,,https://westcoastdiversphuket.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g1223683-d7384444-Reviews-West_Coast_Divers-Kamala_Kathu_Phuket.html,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Phuket,Phuket,Operator (Scuba Charter),SSS Phuket Diving,Phuket,,https://www.sssphuket.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g1224250-d6455091-Reviews-SSS_Phuket-Choeng_Thale_Thalang_District_Phuket.html,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Phang Nga – Khao Lak (Similan),Khao Lak,Operator (Scuba Charter),Khao Lak Explorer,Khao Lak,,https://www.khaolakexplorer.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g297914-d2351843-Reviews-Khao_Lak_Explorer-Khao_Lak_Takua_Pa_Phang_Nga_Province.html,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Phang Nga – Khao Lak (Similan),Khao Lak,Operator (Scuba Charter),Wetzone Divers Khao Lak,Khao Lak,,https://www.wetzonedivers.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g297914-d2626633-Reviews-Wetzone_Divers-Khao_Lak_Takua_Pa_Phang_Nga_Province.html,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Phang Nga – Khao Lak (Similan),Khao Lak,Operator (Scuba Charter),Sea Turtle Divers Khao Lak,Khao Lak,,https://www.seaturtledivers.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g297914-d11898024-Reviews-Sea_Turtle_Divers-Khao_Lak_Takua_Pa_Phang_Nga_Province.html,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Krabi – Ao Nang/Railay,Ao Nang,Operator (Scuba Charter),Scuba Addicts Krabi,Ao Nang,,https://www.scubaaddictskrabi.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g1507054-d11924628-Reviews-Scuba_Addicts-Krabi_Town_Krabi_Province.html,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Krabi – Ao Nang/Railay,Ao Nang,Operator (Scuba Charter),Krabi Scuba Club,Ao Nang,,https://krabiscubaclub.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g1507054-d23504403-Reviews-Krabi_Scuba_Club-Ao_Nang_Krabi_Town_Krabi_Province.html,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Gulf of Thailand – Koh Tao,Koh Tao,Dive Shop,Koh Tao Divers,Koh Tao,,https://www.kohtaodivers.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g303910-d1815445-Reviews-Koh_Tao_Divers-Koh_Tao_Surat_Thani_Province.html,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Gulf of Thailand – Koh Tao,Koh Tao,Dive Shop,Blue Immersion Koh Tao (Scuba),Koh Tao,,https://www.blue-immersion.org/kohtaodiving/,,,https://www.tripadvisor.co.uk/Attraction_Review-g303910-d2040590-Reviews-Blue_Immersion_Koh_Tao-Koh_Tao_Surat_Thani_Province.html,,,,,Offers scuba in addition to tech/freedive,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Gulf of Thailand – Koh Tao,Koh Tao,Operator (Scuba Charter),Sairee Cottage Tech (scuba/tec),Koh Tao,,https://www.saireecottagediving.com/tech/,,,https://www.tripadvisor.co.uk/Attraction_Review-g303910-d14984893-Reviews-Sairee_Cottage_Tech-Koh_Tao_Surat_Thani_Province.html,,,,,Technical + guided diving,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Andaman – Koh Lanta,Koh Lanta,Operator (Scuba Charter),Scandinavian Scuba Doo / Lanta Scuba,Koh Lanta,,https://lanta-scuba.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g303905-d2617803-Reviews-Scandinavian_Scuba_Do_Ko_Lanta-Ko_Lanta_Krabi_Province.html,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Andaman – Koh Lanta,Koh Lanta,Operator (Scuba Charter),Dive Center Lanta,Koh Lanta,,https://www.divecenterlanta.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g303905-d5886668-Reviews-Dive_Center_Lanta-Ko_Lanta_Krabi_Province.html,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Andaman – Phi Phi,Koh Phi Phi,Operator (Scuba Charter),Phi Phi Barakuda (second brand page),Koh Phi Phi,,https://barakuda-diving.com/en/phi-phi/,,,,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Andaman – Phi Phi,Koh Phi Phi,Operator (Scuba Charter),Phi Phi Sea Frog Divers,Koh Phi Phi,,https://seafrogdivers.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g303908-d4220002-Reviews-Phi_Phi_Sea_Frog-Diving_Ko_Phi_Phi_Don_Ao_Nang_Krabi_Province.html,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Andaman – Koh Lipe/Tarutao,Koh Lipe,Operator (Scuba Charter),Ocean Pro Lipe,Koh Lipe,,https://oceanprolipe.com/,,,,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Andaman – Koh Lipe/Tarutao,Koh Lipe,Operator (Scuba Charter),Koh Lipe Diving School,Koh Lipe,,https://kohlipedivingschool.com/,,,,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Eastern Gulf – Koh Chang/Trat,Koh Chang,Operator (Scuba Charter),Scandinavian Chang Diving Center (SCDC),Koh Chang,,https://scubadivingkohchang.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g580110-d17526291-Reviews-Scandinavian_Chang_Diving_Center-Ko_Chang_Trat_Province.html,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Eastern Gulf – Koh Chang/Trat,Koh Mak,Operator (Scuba Charter),BB Divers Koh Mak,Koh Mak,,https://www.bbdivers.com/koh-mak/,,,https://www.tripadvisor.co.uk/Attraction_Review-g2365926-d7068795-Reviews-BB_Divers_Koh_Mak-Ko_Mak_Trat_Province.html,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Eastern Gulf – Koh Chang/Trat,Koh Kood,Operator (Scuba Charter),BB Divers Koh Kood,Koh Kood,,https://www.bbdivers.com/koh-kood/,,,https://www.tripadvisor.co.uk/Attraction_Review-g1152744-d11982638-Reviews-BB_Divers_Koh_Kood-Ko_Kut_Trat_Province.html,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Gulf of Thailand – Samui/Phangan,Koh Samui,Operator (Scuba Charter),Sea Breeze Divers Samui,Koh Samui,,https://www.seabreezesamui.com/,,,,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Gulf of Thailand – Samui/Phangan,Koh Phangan,Operator (Scuba Charter),Dream Team Divers (Phangan),Koh Phangan,,https://www.dreamteamdivers.com/,,,,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Liveaboards – Thailand (Similan/Andaman),Khao Lak/Phuket,Liveaboard,MV Bavaria (Liveaboard),Khao Lak/Phuket,,https://www.mvbavaria.de/,,,https://www.tripadvisor.co.uk/Attraction_Review-g297914-d11902120-Reviews-MV_Bavaria-Khao_Lak_Takua_Pa_Phang_Nga_Province.html,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Liveaboards – Thailand (Similan/Andaman),Khao Lak/Phuket,Liveaboard,Giamani Liveaboard (alt site),Khao Lak/Phuket,,https://www.thailand-liveaboards.com/mv-giamani/,,,https://www.tripadvisor.co.uk/Attraction_Review-g293920-d6762479-Reviews-Giamani_Liveaboard-Phuket.html,,,,,,Thailand Wave 4 Add (Final 4 applied),2025-08-14 04:10:28 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
